transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,hour,timeslot
40607,2023-03-11,07:00:05,1,5,Lower Manhattan,17,9.5,Loose Tea,Chai tea,Morning Sunrise Chai,7,Morning
40608,2023-03-11,07:01:33,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,7,Morning
40609,2023-03-11,07:06:41,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,7,Morning
40610,2023-03-11,07:06:46,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,7,Morning
40611,2023-03-11,07:07:23,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,7,Morning
40612,2023-03-11,07:08:29,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,7,Morning
40613,2023-03-11,07:08:29,1,5,Lower Manhattan,10,10.0,Coffee beans,Green beans,Guatemalan Sustainably Grown,7,Morning
40614,2023-03-11,07:08:30,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,7,Morning
40615,2023-03-11,07:10:46,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,7,Morning
40616,2023-03-11,07:10:52,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,7,Morning
40617,2023-03-11,07:11:33,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,7,Morning
40618,2023-03-11,07:12:13,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,7,Morning
40619,2023-03-11,07:12:13,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,7,Morning
40620,2023-03-11,07:12:44,2,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,7,Morning
40621,2023-03-11,07:13:13,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,7,Morning
40622,2023-03-11,07:13:13,2,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,7,Morning
40623,2023-03-11,07:13:13,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,7,Morning
40624,2023-03-11,07:13:16,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,7,Morning
40625,2023-03-11,07:14:28,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,7,Morning
40626,2023-03-11,07:15:50,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7,Morning
40627,2023-03-11,07:15:51,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,7,Morning
40628,2023-03-11,07:17:38,2,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,7,Morning
40629,2023-03-11,07:18:05,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,7,Morning
40630,2023-03-11,07:18:05,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,7,Morning
40631,2023-03-11,07:19:01,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,7,Morning
40632,2023-03-11,07:19:47,2,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,7,Morning
40633,2023-03-11,07:19:51,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7,Morning
40634,2023-03-11,07:20:38,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,7,Morning
40635,2023-03-11,07:20:38,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,7,Morning
40636,2023-03-11,07:20:48,2,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,7,Morning
40637,2023-03-11,07:20:48,1,8,Hell's Kitchen,81,28.0,Branded,Clothing,I Need My Bean! T-shirt,7,Morning
40638,2023-03-11,07:25:25,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,7,Morning
40639,2023-03-11,07:26:34,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,7,Morning
40640,2023-03-11,07:28:09,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7,Morning
40641,2023-03-11,07:28:52,2,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,7,Morning
40642,2023-03-11,07:28:52,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,7,Morning
40643,2023-03-11,07:29:10,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,7,Morning
40644,2023-03-11,07:29:10,2,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,7,Morning
40645,2023-03-11,07:29:10,1,3,Astoria,83,14.0,Branded,Housewares,I Need My Bean! Latte cup,7,Morning
40646,2023-03-11,07:29:59,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,7,Morning
40647,2023-03-11,07:33:49,2,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,7,Morning
40648,2023-03-11,07:34:01,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,7,Morning
40649,2023-03-11,07:35:31,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,7,Morning
40650,2023-03-11,07:35:41,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,7,Morning
40651,2023-03-11,07:35:41,3,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,7,Morning
40652,2023-03-11,07:36:35,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,7,Morning
40653,2023-03-11,07:37:20,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,7,Morning
40654,2023-03-11,07:39:26,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,7,Morning
40655,2023-03-11,07:40:38,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,7,Morning
40656,2023-03-11,07:42:04,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,7,Morning
40657,2023-03-11,07:42:04,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,7,Morning
40658,2023-03-11,07:42:04,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,7,Morning
40659,2023-03-11,07:42:07,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,7,Morning
40660,2023-03-11,07:42:07,2,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup,7,Morning
40661,2023-03-11,07:42:19,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,7,Morning
40662,2023-03-11,07:42:19,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,7,Morning
40663,2023-03-11,07:44:28,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,7,Morning
40664,2023-03-11,07:44:32,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,7,Morning
40665,2023-03-11,07:44:41,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7,Morning
40666,2023-03-11,07:45:02,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,7,Morning
40667,2023-03-11,07:45:11,1,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,7,Morning
40668,2023-03-11,07:45:16,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,7,Morning
40669,2023-03-11,07:46:11,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,7,Morning
40670,2023-03-11,07:46:34,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,7,Morning
40671,2023-03-11,07:47:08,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,7,Morning
40672,2023-03-11,07:47:42,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,7,Morning
40673,2023-03-11,07:47:42,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,7,Morning
40674,2023-03-11,07:50:13,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,7,Morning
40675,2023-03-11,07:52:22,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,7,Morning
40676,2023-03-11,07:52:22,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,7,Morning
40677,2023-03-11,07:53:03,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7,Morning
40678,2023-03-11,07:53:15,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7,Morning
40679,2023-03-11,07:53:40,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,7,Morning
40680,2023-03-11,07:56:11,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,7,Morning
40681,2023-03-11,07:57:44,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,7,Morning
40682,2023-03-11,07:59:28,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,7,Morning
40683,2023-03-11,08:05:37,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8,Morning
40684,2023-03-11,08:05:37,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,8,Morning
40685,2023-03-11,08:05:39,1,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,8,Morning
40686,2023-03-11,08:06:30,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,8,Morning
40687,2023-03-11,08:06:30,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,8,Morning
40688,2023-03-11,08:07:18,1,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,8,Morning
40689,2023-03-11,08:07:22,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,8,Morning
40690,2023-03-11,08:07:22,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,8,Morning
40691,2023-03-11,08:08:37,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,8,Morning
40692,2023-03-11,08:09:00,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,8,Morning
40693,2023-03-11,08:09:00,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,8,Morning
40694,2023-03-11,08:09:25,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,8,Morning
40695,2023-03-11,08:10:24,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,8,Morning
40696,2023-03-11,08:11:20,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,8,Morning
40697,2023-03-11,08:11:20,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,8,Morning
40698,2023-03-11,08:14:03,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,8,Morning
40699,2023-03-11,08:14:14,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,8,Morning
40700,2023-03-11,08:14:14,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup,8,Morning
40701,2023-03-11,08:15:46,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,8,Morning
40702,2023-03-11,08:17:24,2,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,8,Morning
40703,2023-03-11,08:17:56,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,8,Morning
40704,2023-03-11,08:18:42,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8,Morning
40705,2023-03-11,08:18:42,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup,8,Morning
40706,2023-03-11,08:18:45,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,8,Morning
40707,2023-03-11,08:19:15,1,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,8,Morning
40708,2023-03-11,08:19:59,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,8,Morning
40709,2023-03-11,08:19:59,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,8,Morning
40710,2023-03-11,08:21:29,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,8,Morning
40711,2023-03-11,08:21:55,1,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,8,Morning
40712,2023-03-11,08:21:55,1,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup,8,Morning
40713,2023-03-11,08:23:59,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,8,Morning
40714,2023-03-11,08:23:59,1,3,Astoria,83,14.0,Branded,Housewares,I Need My Bean! Latte cup,8,Morning
40715,2023-03-11,08:24:04,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,8,Morning
40716,2023-03-11,08:25:02,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,8,Morning
40717,2023-03-11,08:25:02,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,8,Morning
40718,2023-03-11,08:25:09,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,8,Morning
40719,2023-03-11,08:25:09,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,8,Morning
40720,2023-03-11,08:25:09,1,8,Hell's Kitchen,81,28.0,Branded,Clothing,I Need My Bean! T-shirt,8,Morning
40721,2023-03-11,08:26:33,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,8,Morning
40722,2023-03-11,08:27:39,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,8,Morning
40723,2023-03-11,08:27:49,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,8,Morning
40724,2023-03-11,08:28:03,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,8,Morning
40725,2023-03-11,08:28:55,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,8,Morning
40726,2023-03-11,08:28:55,1,8,Hell's Kitchen,77,3.0,Bakery,Scone,Oatmeal Scone,8,Morning
40727,2023-03-11,08:29:13,2,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,8,Morning
40728,2023-03-11,08:29:13,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,8,Morning
40729,2023-03-11,08:30:17,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,8,Morning
40730,2023-03-11,08:30:50,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,8,Morning
40731,2023-03-11,08:31:04,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,8,Morning
40732,2023-03-11,08:31:04,2,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,8,Morning
40733,2023-03-11,08:31:27,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,8,Morning
40734,2023-03-11,08:33:22,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,8,Morning
40735,2023-03-11,08:33:47,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,8,Morning
40736,2023-03-11,08:33:47,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,8,Morning
40737,2023-03-11,08:34:05,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,8,Morning
40738,2023-03-11,08:35:18,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8,Morning
40739,2023-03-11,08:35:18,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,8,Morning
40740,2023-03-11,08:35:18,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,8,Morning
40741,2023-03-11,08:35:19,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,8,Morning
40742,2023-03-11,08:35:55,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,8,Morning
40743,2023-03-11,08:35:57,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,8,Morning
40744,2023-03-11,08:38:07,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,8,Morning
40745,2023-03-11,08:38:25,1,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,8,Morning
40746,2023-03-11,08:39:51,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,8,Morning
40747,2023-03-11,08:40:37,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,8,Morning
40748,2023-03-11,08:41:32,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,8,Morning
40749,2023-03-11,08:41:32,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,8,Morning
40750,2023-03-11,08:42:00,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,8,Morning
40751,2023-03-11,08:42:00,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,8,Morning
40752,2023-03-11,08:42:09,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,8,Morning
40753,2023-03-11,08:42:09,2,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup,8,Morning
40754,2023-03-11,08:42:28,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,8,Morning
40755,2023-03-11,08:42:28,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,8,Morning
40756,2023-03-11,08:43:50,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,8,Morning
40757,2023-03-11,08:43:54,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,8,Morning
40758,2023-03-11,08:44:48,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,8,Morning
40759,2023-03-11,08:44:50,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,8,Morning
40760,2023-03-11,08:47:08,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,8,Morning
40761,2023-03-11,08:47:59,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,8,Morning
40762,2023-03-11,08:48:14,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,8,Morning
40763,2023-03-11,08:49:13,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,8,Morning
40764,2023-03-11,08:49:34,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,8,Morning
40765,2023-03-11,08:50:20,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,8,Morning
40766,2023-03-11,08:51:21,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,8,Morning
40767,2023-03-11,08:51:28,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,8,Morning
40768,2023-03-11,08:51:29,2,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,8,Morning
40769,2023-03-11,08:51:29,1,5,Lower Manhattan,77,3.0,Bakery,Scone,Oatmeal Scone,8,Morning
40770,2023-03-11,08:51:29,1,5,Lower Manhattan,14,8.95,Loose Tea,Black tea,Earl Grey,8,Morning
40771,2023-03-11,08:54:00,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,8,Morning
40772,2023-03-11,08:54:00,1,8,Hell's Kitchen,77,3.0,Bakery,Scone,Oatmeal Scone,8,Morning
40773,2023-03-11,08:54:15,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,8,Morning
40774,2023-03-11,08:54:15,2,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup,8,Morning
40775,2023-03-11,08:54:15,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,8,Morning
40776,2023-03-11,08:55:32,1,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,8,Morning
40777,2023-03-11,08:56:07,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,8,Morning
40778,2023-03-11,08:58:44,1,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,8,Morning
40779,2023-03-11,08:59:11,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,8,Morning
40780,2023-03-11,08:59:48,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,8,Morning
40781,2023-03-11,08:59:56,2,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,8,Morning
40782,2023-03-11,08:59:56,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,8,Morning
40783,2023-03-11,08:59:56,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,8,Morning
40784,2023-03-11,08:59:56,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup,8,Morning
40785,2023-03-11,09:00:23,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9,Morning
40786,2023-03-11,09:00:40,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,9,Morning
40787,2023-03-11,09:01:47,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,9,Morning
40788,2023-03-11,09:02:09,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,9,Morning
40789,2023-03-11,09:02:09,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,9,Morning
40790,2023-03-11,09:05:28,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,9,Morning
40791,2023-03-11,09:05:28,1,3,Astoria,64,0.8,Flavours,Regular syrup,Hazelnut syrup,9,Morning
40792,2023-03-11,09:05:57,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,9,Morning
40793,2023-03-11,09:06:08,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,9,Morning
40794,2023-03-11,09:06:08,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,9,Morning
40795,2023-03-11,09:06:24,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9,Morning
40796,2023-03-11,09:08:05,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,9,Morning
40797,2023-03-11,09:08:27,2,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,9,Morning
40798,2023-03-11,09:08:27,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,9,Morning
40799,2023-03-11,09:09:18,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,9,Morning
40800,2023-03-11,09:09:26,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,9,Morning
40801,2023-03-11,09:09:26,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,9,Morning
40802,2023-03-11,09:09:30,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,9,Morning
40803,2023-03-11,09:10:48,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,9,Morning
40804,2023-03-11,09:10:48,1,3,Astoria,9,22.5,Coffee beans,Organic Beans,Organic Decaf Blend,9,Morning
40805,2023-03-11,09:11:10,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,9,Morning
40806,2023-03-11,09:11:31,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,9,Morning
40807,2023-03-11,09:11:31,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,9,Morning
40808,2023-03-11,09:12:04,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,9,Morning
40809,2023-03-11,09:12:04,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,9,Morning
40810,2023-03-11,09:16:17,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,9,Morning
40811,2023-03-11,09:17:58,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,9,Morning
40812,2023-03-11,09:18:32,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,9,Morning
40813,2023-03-11,09:18:42,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9,Morning
40814,2023-03-11,09:19:24,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,9,Morning
40815,2023-03-11,09:21:07,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,9,Morning
40816,2023-03-11,09:21:50,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,9,Morning
40817,2023-03-11,09:23:02,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,9,Morning
40818,2023-03-11,09:23:51,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,9,Morning
40819,2023-03-11,09:24:14,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,9,Morning
40820,2023-03-11,09:24:25,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,9,Morning
